759	28157	4468560.3	Intertidal Microbes 16s_Pfister	CathyPfister-Pool-2.M24	25200900	168006	marine reef biome	marine reef	biofilm material	plant-associated	NA	Amplicon	unknown	unknown	Second Beach, Pool12	 	United States of America	 	unknown	Pfister	150	5.169	41.084
760	28158	4468561.3	Intertidal Microbes 16s_Pfister	CathyPfister-Pool-2.M25	29668500	197790	marine reef biome	marine reef	biofilm material	plant-associated	NA	Amplicon	unknown	unknown	Second Beach, Pool13	 	United States of America	 	unknown	Pfister	150	5.461	48.676
761	28159	4468562.3	Intertidal Microbes 16s_Pfister	CathyPfister-Pool-2.M26	16078500	107190	marine reef biome	marine reef	biofilm material	plant-associated	NA	Amplicon	unknown	unknown	Second Beach, Pool17	 	United States of America	 	unknown	Pfister	150	4.965	52.965
762	28160	4468563.3	Intertidal Microbes 16s_Pfister	CathyPfister-Pool-2.M27	23395350	155969	marine reef biome	marine reef	biofilm material	plant-associated	NA	Amplicon	unknown	unknown	Second Beach, Pool18	 	United States of America	 	unknown	Pfister	150	6.108	43.966
763	28161	4468564.3	Intertidal Microbes 16s_Pfister	CathyPfister-Pool-2.M28	49114950	327433	marine reef biome	marine reef	biofilm material	plant-associated	NA	Amplicon	unknown	unknown	Second Beach, Pool22	 	United States of America	 	unknown	Pfister	150	4.893	12.312
764	28162	4468565.3	Intertidal Microbes 16s_Pfister	CathyPfister-Pool-2.M29	24106200	160708	marine reef biome	marine reef	biofilm material	plant-associated	NA	Amplicon	unknown	unknown	Second Beach, Pool23	 	United States of America	 	unknown	Pfister	150	5.238	36.911
765	28163	4468566.3	Intertidal Microbes 16s_Pfister	CathyPfister-Pool-2.M2	46816050	312107	marine reef biome	marine reef	biofilm material	plant-associated	NA	Amplicon	unknown	unknown	Tatoosh, Finger	 	United States of America	 	unknown	Pfister	150	5.457	43.49
766	28164	4468567.3	Intertidal Microbes 16s_Pfister	CathyPfister-Pool-2.M30	26382450	175883	marine reef biome	marine reef	biofilm material	plant-associated	NA	Amplicon	unknown	unknown	Second Beach, Pool32	 	United States of America	 	unknown	Pfister	150	4.363	22.341
767	28165	4468568.3	Intertidal Microbes 16s_Pfister	CathyPfister-Pool-2.M31	20752200	138348	marine reef biome	marine reef	biofilm material	plant-associated	NA	Amplicon	unknown	unknown	Second Beach, Pool35	 	United States of America	 	unknown	Pfister	150	5.131	34.93
768	28166	4468569.3	Intertidal Microbes 16s_Pfister	CathyPfister-Pool-2.M32	33758850	225059	marine reef biome	marine reef	coastal water	plant-associated	NA	Amplicon	unknown	unknown	Second Beach	 	United States of America	 	unknown	Pfister	150	7.331	93.017
769	28167	4468570.3	Intertidal Microbes 16s_Pfister	CathyPfister-Pool-2.M33	30691650	204611	marine reef biome	marine reef	coastal water	plant-associated	NA	Amplicon	unknown	unknown	Second Beach	 	United States of America	 	unknown	Pfister	150	6.327	80.065
770	28168	4468571.3	Intertidal Microbes 16s_Pfister	CathyPfister-Pool-2.M34	25437000	169580	marine reef biome	marine reef	coastal water	plant-associated	NA	Amplicon	unknown	unknown	Second Beach	 	United States of America	 	unknown	Pfister	150	4.126	13.257
771	28169	4468572.3	Intertidal Microbes 16s_Pfister	CathyPfister-Pool-2.M35	24250350	161669	marine reef biome	marine reef	sandstone rock	plant-associated	NA	Amplicon	unknown	unknown	Second Beach, Pool9	 	United States of America	 	unknown	Pfister	150	6.658	71.809
772	28170	4468573.3	Intertidal Microbes 16s_Pfister	CathyPfister-Pool-2.M36	36281400	241876	marine reef biome	marine reef	sandstone rock	plant-associated	NA	Amplicon	unknown	unknown	Second Beach, Pool10	 	United States of America	 	unknown	Pfister	150	6.893	126.42
773	28171	4468574.3	Intertidal Microbes 16s_Pfister	CathyPfister-Pool-2.M37	27126750	180845	marine reef biome	marine reef	sandstone rock	plant-associated	NA	Amplicon	unknown	unknown	Second Beach, Pool11	 	United States of America	 	unknown	Pfister	150	6.58	66.661
774	28172	4468575.3	Intertidal Microbes 16s_Pfister	CathyPfister-Pool-2.M38	30399900	202666	marine reef biome	marine reef	sandstone rock	plant-associated	NA	Amplicon	unknown	unknown	Second Beach, Pool12	 	United States of America	 	unknown	Pfister	150	7.14	122.009
775	28173	4468576.3	Intertidal Microbes 16s_Pfister	CathyPfister-Pool-2.M39	28454250	189695	marine reef biome	marine reef	sandstone rock	plant-associated	NA	Amplicon	unknown	unknown	Second Beach, Pool13	 	United States of America	 	unknown	Pfister	150	7.057	108.152
776	28174	4468577.3	Intertidal Microbes 16s_Pfister	CathyPfister-Pool-2.M3B	28271100	188474	unknown	unknown	unknown	unknown	 	Amplicon	 	 	unknown	 	unknown	 	unknown	Pfister	150	4.563	56.351
777	28175	4468578.3	Intertidal Microbes 16s_Pfister	CathyPfister-Pool-2.M3	31088250	207255	marine reef biome	marine reef	biofilm material	plant-associated	NA	Amplicon	unknown	unknown	Tatoosh, Finger	 	United States of America	 	unknown	Pfister	150	5.425	46.053
778	28176	4468579.3	Intertidal Microbes 16s_Pfister	CathyPfister-Pool-2.M40	26667450	177783	marine reef biome	marine reef	sandstone rock	plant-associated	NA	Amplicon	unknown	unknown	Second Beach, Pool17	 	United States of America	 	unknown	Pfister	150	6.679	83.979
779	28177	4468580.3	Intertidal Microbes 16s_Pfister	CathyPfister-Pool-2.M41	43646700	290978	marine reef biome	marine reef	sandstone rock	plant-associated	NA	Amplicon	unknown	unknown	Second Beach, Pool18	 	United States of America	 	unknown	Pfister	150	6.959	140.263
780	28178	4468581.3	Intertidal Microbes 16s_Pfister	CathyPfister-Pool-2.M42	30631800	204212	marine reef biome	marine reef	sandstone rock	plant-associated	NA	Amplicon	unknown	unknown	Second Beach, Pool22	 	United States of America	 	unknown	Pfister	150	6.875	63.92
781	28179	4468582.3	Intertidal Microbes 16s_Pfister	CathyPfister-Pool-2.M43	37599600	250664	marine reef biome	marine reef	sandstone rock	plant-associated	NA	Amplicon	unknown	unknown	Second Beach, Pool23	 	United States of America	 	unknown	Pfister	150	7.173	120.724
782	28180	4468583.3	Intertidal Microbes 16s_Pfister	CathyPfister-Pool-2.M44	28782300	191882	marine reef biome	marine reef	sandstone rock	plant-associated	NA	Amplicon	unknown	unknown	Second Beach, Pool35	 	United States of America	 	unknown	Pfister	150	6.88	69.218
783	28181	4468584.3	Intertidal Microbes 16s_Pfister	CathyPfister-Pool-2.M4	45308250	302055	marine reef biome	marine reef	biofilm material	plant-associated	NA	Amplicon	unknown	unknown	Tatoosh, Finger	 	United States of America	 	unknown	Pfister	150	5.687	39.65
784	28182	4468585.3	Intertidal Microbes 16s_Pfister	CathyPfister-Pool-2.M5A	39442200	262948	unknown	unknown	unknown	unknown	 	Amplicon	 	 	unknown	 	unknown	 	unknown	Pfister	150	5.395	61.751
785	28183	4468586.3	Intertidal Microbes 16s_Pfister	CathyPfister-Pool-2.M5B	36355200	242368	unknown	unknown	unknown	unknown	 	Amplicon	 	 	unknown	 	unknown	 	unknown	Pfister	150	5.171	42.831
786	28184	4468587.3	Intertidal Microbes 16s_Pfister	CathyPfister-Pool-2.M6	44165850	294439	marine reef biome	marine reef	biofilm material	plant-associated	NA	Amplicon	unknown	unknown	Tatoosh, Main Beach	 	United States of America	 	unknown	Pfister	150	5.468	64.332
787	28185	4468588.3	Intertidal Microbes 16s_Pfister	CathyPfister-Pool-2.M7	32730300	218202	marine reef biome	marine reef	biofilm material	plant-associated	NA	Amplicon	unknown	unknown	Tatoosh, Main Beach	 	United States of America	 	unknown	Pfister	150	6.991	122.936
788	28186	4468589.3	Intertidal Microbes 16s_Pfister	CathyPfister-Pool-2.M8	47106000	314040	marine reef biome	marine reef	sandstone rock	plant-associated	NA	Amplicon	unknown	unknown	Tatoosh, Finger	 	United States of America	 	unknown	Pfister	150	5.746	95.012
789	28187	4468590.3	Intertidal Microbes 16s_Pfister	CathyPfister-Pool-2.M9	57481350	383209	marine reef biome	marine reef	sandstone rock	plant-associated	NA	Amplicon	unknown	unknown	Tatoosh, Main Beach	 	United States of America	 	unknown	Pfister	150	6.39	56.968
790	28188	4468591.3	Intertidal Microbes 16s_Pfister	CathyPfister-Pool-2.no_MID	38786400	258576	unknown	unknown	unknown	unknown	 	Unknown	 	 	unknown	 	unknown	 	unknown	Pfister	150	4.823	14.188
791	28283	4468686.3	Russian Tundra Permafrost	Tundra-Pool-1and2.CHA3	49850550	332337	Tundra	tundra	soil	soil	NA	Amplicon	24	 	Cherskii	 	Russia	 	illumina	Urich	150	6.89	148.405
792	28293	4468696.3	Russian Tundra Permafrost	Tundra-Pool-1and2.CHD9	19859400	132396	Tundra	tundra	soil	soil	NA	Amplicon	66	 	Cherskii	 	Russia	 	illumina	Urich	150	7.002	143.67
793	28309	4468712.3	Russian Tundra Permafrost	Tundra-Pool-1and2.CHI1	27913200	186088	Tundra	tundra	soil	soil	NA	Amplicon	315	 	Cherskii	 	Russia	 	illumina	Urich	150	7.044	37.531
794	28330	4468733.3	Russian Tundra Permafrost	Tundra-Pool-1and2.ZKG1	36660450	244403	Tundra	tundra	soil	soil	NA	Amplicon	19.9	 	Zackenberg	 	Greenland	 	illumina	Urich	150	7.837	175.675
795	28331	4468734.3	Russian Tundra Permafrost	Tundra-Pool-1and2.ZKG2	74158650	494391	Tundra	tundra	soil	soil	NA	Unknown	19.9	 	Zackenberg	 	Greenland	 	illumina	Urich	150	20.253	54.228
796	28337	4468740.3	Ocean acidification mesocosm 2006	Mesocosm-pool-8.B1.5.11.06	32704650	218031	Marine Biome	Marine	Water	water	NA	Amplicon	unknown	unknown	unknown	 	Norway	10.9	unknown	Gilbert	150	4.568	41.128
797	28340	4468743.3	Ocean acidification mesocosm 2006	Mesocosm-pool-8.B1.5.14.06	23764650	158431	Marine Biome	Marine	Water	water	NA	Amplicon	unknown	unknown	unknown	 	Norway	9.4	unknown	Gilbert	150	4.887	68.164
798	28341	4468744.3	Ocean acidification mesocosm 2006	Mesocosm-pool-8.B1.5.15.06	24920400	166136	Marine Biome	Marine	Water	water	NA	Amplicon	unknown	unknown	unknown	 	Norway	8.9	unknown	Gilbert	150	5.294	74.117
799	28342	4468745.3	Ocean acidification mesocosm 2006	Mesocosm-pool-8.B1.5.16.06	20895300	139302	Marine Biome	Marine	Water	water	NA	Amplicon	unknown	unknown	unknown	 	Norway	8.9	unknown	Gilbert	150	4.319	71.529
800	28344	4468747.3	Ocean acidification mesocosm 2006	Mesocosm-pool-8.B1.5.18.06	24434850	162899	Marine Biome	Marine	Water	water	NA	Amplicon	unknown	unknown	unknown	 	Norway	9	unknown	Gilbert	150	4.659	53.525
801	28347	4468750.3	Ocean acidification mesocosm 2006	Mesocosm-pool-8.B1.5.6.06	74713950	498093	Marine Biome	Marine	Water	water	NA	Amplicon	unknown	unknown	unknown	 	Norway	unknown	unknown	Gilbert	150	5.709	60.691
802	28348	4468751.3	Ocean acidification mesocosm 2006	Mesocosm-pool-8.B1.5.7.06	55603800	370692	Marine Biome	Marine	Water	water	NA	Amplicon	unknown	unknown	unknown	 	Norway	unknown	unknown	Gilbert	150	4.72	60.958
803	28349	4468752.3	Ocean acidification mesocosm 2006	Mesocosm-pool-8.B1.5.8.06	15260400	101736	Marine Biome	Marine	Water	water	NA	Amplicon	unknown	unknown	unknown	 	Norway	unknown	unknown	Gilbert	150	4.556	72.249
804	28351	4468754.3	Ocean acidification mesocosm 2006	Mesocosm-pool-8.B2.5.10.06	226262700	1508418	Marine Biome	Marine	Water	water	NA	Amplicon	unknown	unknown	unknown	 	Norway	11	unknown	Gilbert	150	5.56	70.336
805	28358	4468761.3	Ocean acidification mesocosm 2006	Mesocosm-pool-8.B2.5.18.06	22996050	153307	Marine Biome	Marine	Water	water	NA	Amplicon	unknown	unknown	unknown	 	Norway	9	unknown	Gilbert	150	5.614	53.376
806	28361	4468764.3	Ocean acidification mesocosm 2006	Mesocosm-pool-8.B2.5.7.06	19627500	130850	Marine Biome	Marine	Water	water	NA	Amplicon	unknown	unknown	unknown	 	Norway	unknown	unknown	Gilbert	150	4.818	75.35
807	28362	4468765.3	Ocean acidification mesocosm 2006	Mesocosm-pool-8.B2.5.8.06	47433450	316223	Marine Biome	Marine	Water	water	NA	Amplicon	unknown	unknown	unknown	 	Norway	unknown	unknown	Gilbert	150	5.768	71.627
808	28363	4468766.3	Ocean acidification mesocosm 2006	Mesocosm-pool-8.B2.5.9.06	169192800	1127952	Marine Biome	Marine	Water	water	NA	Amplicon	unknown	unknown	unknown	 	Norway	10.4	unknown	Gilbert	150	5.987	41.759
809	28364	4468767.3	Ocean acidification mesocosm 2006	Mesocosm-pool-8.B3.5.10.06	16688400	111256	Marine Biome	Marine	Water	water	NA	Amplicon	unknown	unknown	unknown	 	Norway	11	unknown	Gilbert	150	4.159	52.94
810	28365	4468768.3	Ocean acidification mesocosm 2006	Mesocosm-pool-8.B3.5.11.06	126099900	840666	Marine Biome	Marine	Water	water	NA	Amplicon	unknown	unknown	unknown	 	Norway	10.8	unknown	Gilbert	150	5.807	36.628
811	28371	4468774.3	Ocean acidification mesocosm 2006	Mesocosm-pool-8.B3.5.19.06	23585850	157239	Marine Biome	Marine	Water	water	NA	Amplicon	unknown	unknown	unknown	 	Norway	9	unknown	Gilbert	150	4.926	65.665
812	28375	4468778.3	Ocean acidification mesocosm 2006	Mesocosm-pool-8.B4.5.12.06	20324400	135496	Marine Biome	Marine	Water	water	NA	Amplicon	unknown	unknown	unknown	 	Norway	10	unknown	Gilbert	150	4.746	68.293
813	28376	4468779.3	Ocean acidification mesocosm 2006	Mesocosm-pool-8.B4.5.16.06	16736400	111576	Marine Biome	Marine	Water	water	NA	Amplicon	unknown	unknown	unknown	 	Norway	9	unknown	Gilbert	150	4.728	54.373
814	28377	4468780.3	Ocean acidification mesocosm 2006	Mesocosm-pool-8.B4.5.7.06	21693750	144625	Marine Biome	Marine	Water	water	NA	Amplicon	unknown	unknown	unknown	 	Norway	unknown	unknown	Gilbert	150	5.276	70.261
815	28379	4468782.3	Ocean acidification mesocosm 2006	Mesocosm-pool-8.B4.5.9.06	24796050	165307	Marine Biome	Marine	Water	water	NA	Amplicon	unknown	unknown	unknown	 	Norway	10.3	unknown	Gilbert	150	4.923	61.224
816	28382	4468785.3	Ocean acidification mesocosm 2006	Mesocosm-pool-8.B5.5.13.06	17963700	119758	Marine Biome	Marine	Water	water	NA	Amplicon	unknown	unknown	unknown	 	Norway	9.6	unknown	Gilbert	150	5.284	39.502
817	28383	4468786.3	Ocean acidification mesocosm 2006	Mesocosm-pool-8.B5.5.14.06	127396650	849311	Marine Biome	Marine	Water	water	NA	Amplicon	unknown	unknown	unknown	 	Norway	9.3	unknown	Gilbert	150	5.55	53.472
818	28384	4468787.3	Ocean acidification mesocosm 2006	Mesocosm-pool-8.B5.5.15.06	20405400	136036	Marine Biome	Marine	Water	water	NA	Amplicon	unknown	unknown	unknown	 	Norway	8.7	unknown	Gilbert	150	5.073	56.227
819	28386	4468789.3	Ocean acidification mesocosm 2006	Mesocosm-pool-8.B5.5.17.06	21364950	142433	Marine Biome	Marine	Water	water	NA	Amplicon	unknown	unknown	unknown	 	Norway	9.1	unknown	Gilbert	150	4.404	50.837
820	28388	4468791.3	Ocean acidification mesocosm 2006	Mesocosm-pool-8.B5.5.19.06	21388350	142589	Marine Biome	Marine	Water	water	NA	Amplicon	unknown	unknown	unknown	 	Norway	9	unknown	Gilbert	150	4.378	63.765
821	28391	4468794.3	Ocean acidification mesocosm 2006	Mesocosm-pool-8.B5.5.6.06	17208450	114723	Marine Biome	Marine	Water	water	NA	Amplicon	unknown	unknown	unknown	 	Norway	unknown	unknown	Gilbert	150	4.345	55.437
822	28395	4468798.3	Ocean acidification mesocosm 2006	Mesocosm-pool-8.B6.5.10.06	16293900	108626	Marine Biome	Marine	Water	water	NA	Amplicon	unknown	unknown	unknown	 	Norway	10.9	unknown	Gilbert	150	5.251	56.703
823	28397	4468800.3	Ocean acidification mesocosm 2006	Mesocosm-pool-8.B6.5.12.06	20483850	136559	Marine Biome	Marine	Water	water	NA	Amplicon	unknown	unknown	unknown	 	Norway	10.1	unknown	Gilbert	150	4.35	35.585
824	28400	4468803.3	Ocean acidification mesocosm 2006	Mesocosm-pool-8.B6.5.16.06	46024350	306829	Marine Biome	Marine	Water	water	NA	Amplicon	unknown	unknown	unknown	 	Norway	8.9	unknown	Gilbert	150	6.034	52.314
825	28401	4468804.3	Ocean acidification mesocosm 2006	Mesocosm-pool-8.B6.5.17.06	15097200	100648	Marine Biome	Marine	Water	water	NA	Amplicon	unknown	unknown	unknown	 	Norway	9.1	unknown	Gilbert	150	4.241	46.884
826	28406	4468809.3	Ocean acidification mesocosm 2006	Mesocosm-pool-8.B6.5.8.06	32471550	216477	Marine Biome	Marine	Water	water	NA	Amplicon	unknown	unknown	unknown	 	Norway	unknown	unknown	Gilbert	150	5.038	74.146
827	28719	4469122.3	Catlin Arctic Survey 2010_Findlay	Catlin-pool-1.C10.0m.G3	29877750	199185	arctic ocean	cold temperature marine habitat	sea water	sediment	NA	Amplicon	unknown	unknown	unknown	 	Canada	-1.6465	unknown	Findlay	150	3.84	35.702
828	28722	4469125.3	Catlin Arctic Survey 2010_Findlay	Catlin-pool-1.C10.10m.L3	201889050	1345927	arctic ocean	cold temperature marine habitat	sea water	sediment	NA	Amplicon	unknown	10	unknown	 	Canada	-1.6518	unknown	Findlay	150	5.359	69.975
829	28723	4469126.3	Catlin Arctic Survey 2010_Findlay	Catlin-pool-1.C10.3m.G3	21407550	142717	arctic ocean	cold temperature marine habitat	sea water	sediment	NA	Amplicon	unknown	3	unknown	 	Canada	-1.6518	unknown	Findlay	150	4.759	41.312
830	28727	4469130.3	Catlin Arctic Survey 2010_Findlay	Catlin-pool-1.C11.0m.G3	20832000	138880	arctic ocean	cold temperature marine habitat	sea water	sediment	NA	Amplicon	unknown	unknown	unknown	 	Canada	-1.6453	unknown	Findlay	150	3.852	34.74
831	28729	4469132.3	Catlin Arctic Survey 2010_Findlay	Catlin-pool-1.C11.10m.G3	125521350	836809	arctic ocean	cold temperature marine habitat	sea water	sediment	NA	Amplicon	unknown	10	unknown	 	Canada	-1.6568	unknown	Findlay	150	4.42	38.213
832	28731	4469134.3	Catlin Arctic Survey 2010_Findlay	Catlin-pool-1.C11.3m.G3	35702700	238018	arctic ocean	cold temperature marine habitat	sea water	sediment	NA	Amplicon	unknown	3	unknown	 	Canada	-1.6571	unknown	Findlay	150	4.457	79.257
833	28737	4469140.3	Catlin Arctic Survey 2010_Findlay	Catlin-pool-1.C2.10m.G3	19447050	129647	arctic ocean	cold temperature marine habitat	sea water	sediment	NA	Amplicon	unknown	10	unknown	 	Canada	-1.6371	unknown	Findlay	150	4.083	47.728
834	28741	4469144.3	Catlin Arctic Survey 2010_Findlay	Catlin-pool-2.AcidCtrl1.G3	53134800	354232	arctic ocean	cold temperature marine habitat	sea water	sediment	NA	Amplicon	unknown	25	unknown	 	Canada	-1.64	unknown	Findlay	150	4.188	34.084
835	28742	4469145.3	Catlin Arctic Survey 2010_Findlay	Catlin-pool-2.AcidCtrl1.L3	25176000	167840	arctic ocean	cold temperature marine habitat	sea water	sediment	NA	Amplicon	unknown	25	unknown	 	Canada	-1.64	unknown	Findlay	150	4.329	60.424
836	28743	4469146.3	Catlin Arctic Survey 2010_Findlay	Catlin-pool-2.AcidCtrl2.G3	19804200	132028	arctic ocean	cold temperature marine habitat	sea water	sediment	NA	Amplicon	unknown	25	unknown	 	Canada	-1.64	unknown	Findlay	150	3.397	32.24
837	28744	4469147.3	Catlin Arctic Survey 2010_Findlay	Catlin-pool-2.AcidCtrl3.G3	91853700	612358	arctic ocean	cold temperature marine habitat	sea water	sediment	NA	Amplicon	unknown	25	unknown	 	Canada	-1.64	unknown	Findlay	150	4.731	51.882
839	28746	4469149.3	Catlin Arctic Survey 2010_Findlay	Catlin-pool-2.AcidCtrl3.L3	21344100	142294	arctic ocean	cold temperature marine habitat	sea water	sediment	NA	Amplicon	unknown	25	unknown	 	Canada	-1.64	unknown	Findlay	150	4.628	31.886
840	28748	4469151.3	Catlin Arctic Survey 2010_Findlay	Catlin-pool-2.AcidLow1.L3	29058450	193723	arctic ocean	cold temperature marine habitat	sea water	sediment	NA	Amplicon	unknown	25	unknown	 	Canada	-1.64	unknown	Findlay	150	4.604	60.066
841	28749	4469152.3	Catlin Arctic Survey 2010_Findlay	Catlin-pool-2.AcidLow2.G3	17623200	117488	arctic ocean	cold temperature marine habitat	sea water	sediment	NA	Amplicon	unknown	25	unknown	 	Canada	-1.64	unknown	Findlay	150	5.168	48.342
842	28750	4469153.3	Catlin Arctic Survey 2010_Findlay	Catlin-pool-2.AcidLow2.L3	25729350	171529	arctic ocean	cold temperature marine habitat	sea water	sediment	NA	Amplicon	unknown	25	unknown	 	Canada	-1.64	unknown	Findlay	150	4.385	30.431
843	28751	4469154.3	Catlin Arctic Survey 2010_Findlay	Catlin-pool-2.AcidLow3.G3	35904750	239365	arctic ocean	cold temperature marine habitat	sea water	sediment	NA	Amplicon	unknown	25	unknown	 	Canada	-1.64	unknown	Findlay	150	3.969	52.882
844	28752	4469155.3	Catlin Arctic Survey 2010_Findlay	Catlin-pool-2.AcidLow3.L3	19041450	126943	arctic ocean	cold temperature marine habitat	sea water	sediment	NA	Amplicon	unknown	25	unknown	 	Canada	-1.64	unknown	Findlay	150	4.135	62.358
845	28753	4469156.3	Catlin Arctic Survey 2010_Findlay	Catlin-pool-2.AcidMid1.G3	22449750	149665	arctic ocean	cold temperature marine habitat	sea water	sediment	NA	Amplicon	unknown	25	unknown	 	Canada	-1.64	unknown	Findlay	150	7.153	34.01
846	28754	4469157.3	Catlin Arctic Survey 2010_Findlay	Catlin-pool-2.AcidMid1.L3	33094350	220629	arctic ocean	cold temperature marine habitat	sea water	sediment	NA	Amplicon	unknown	25	unknown	 	Canada	-1.64	unknown	Findlay	150	4.245	47.118
847	28756	4469159.3	Catlin Arctic Survey 2010_Findlay	Catlin-pool-2.AcidMid2.L3	27972750	186485	arctic ocean	cold temperature marine habitat	sea water	sediment	NA	Amplicon	unknown	25	unknown	 	Canada	-1.64	unknown	Findlay	150	4.476	53.172
848	28757	4469160.3	Catlin Arctic Survey 2010_Findlay	Catlin-pool-2.AcidMid3.G3	18268950	121793	arctic ocean	cold temperature marine habitat	sea water	sediment	NA	Amplicon	unknown	25	unknown	 	Canada	-1.64	unknown	Findlay	150	4.123	48.43
849	28758	4469161.3	Catlin Arctic Survey 2010_Findlay	Catlin-pool-2.AcidMid3.L3	55179000	367860	arctic ocean	cold temperature marine habitat	sea water	sediment	NA	Amplicon	unknown	25	unknown	 	Canada	-1.64	unknown	Findlay	150	4.825	57.006
851	28761	4469164.3	Catlin Arctic Survey 2010_Findlay	Catlin-pool-2.IC1.S2.G3	24850350	165669	arctic ocean	cold temperature marine habitat	sea water	sediment	NA	Amplicon	unknown	1.18	unknown	 	Canada	-10	unknown	Findlay	150	4.248	69.457
852	28762	4469165.3	Catlin Arctic Survey 2010_Findlay	Catlin-pool-2.IC1.S2.L3	53383950	355893	arctic ocean	cold temperature marine habitat	sea water	sediment	NA	Amplicon	unknown	1.18	unknown	 	Canada	-10	unknown	Findlay	150	5.207	69.212
853	28763	4469166.3	Catlin Arctic Survey 2010_Findlay	Catlin-pool-2.IC1.S3.G3	52917900	352786	arctic ocean	cold temperature marine habitat	sea water	sediment	NA	Amplicon	unknown	1.72	unknown	 	Canada	-5	unknown	Findlay	150	3.812	91.3
854	28764	4469167.3	Catlin Arctic Survey 2010_Findlay	Catlin-pool-2.IC1.S3.L3	45795750	305305	arctic ocean	cold temperature marine habitat	sea water	sediment	NA	Amplicon	unknown	1.72	unknown	 	Canada	-5	unknown	Findlay	150	4.767	77.944
855	28766	4469169.3	Catlin Arctic Survey 2010_Findlay	Catlin-pool-2.IC2.S1.L3	159768000	1065120	arctic ocean	cold temperature marine habitat	sea water	sediment	NA	Amplicon	unknown	0.56	unknown	 	Canada	-15	unknown	Findlay	150	5.351	29.644
856	28767	4469170.3	Catlin Arctic Survey 2010_Findlay	Catlin-pool-2.IC2.S2.G3	94686150	631241	arctic ocean	cold temperature marine habitat	sea water	sediment	NA	Amplicon	unknown	1.12	unknown	 	Canada	-10	unknown	Findlay	150	5.436	94.899
857	28768	4469171.3	Catlin Arctic Survey 2010_Findlay	Catlin-pool-2.IC2.S2.L3	50956950	339713	arctic ocean	cold temperature marine habitat	sea water	sediment	NA	Amplicon	unknown	1.12	unknown	 	Canada	-10	unknown	Findlay	150	4.364	43.711
858	28769	4469172.3	Catlin Arctic Survey 2010_Findlay	Catlin-pool-2.IC2.S3.G3	69728700	464858	arctic ocean	cold temperature marine habitat	sea water	sediment	NA	Amplicon	unknown	1.7	unknown	 	Canada	-5	unknown	Findlay	150	5.29	145.03
859	28770	4469173.3	Catlin Arctic Survey 2010_Findlay	Catlin-pool-2.IC2.S3.L3	75450000	503000	arctic ocean	cold temperature marine habitat	sea water	sediment	NA	Amplicon	unknown	1.7	unknown	 	Canada	-5	unknown	Findlay	150	4.753	66.573
860	28771	4469174.3	Catlin Arctic Survey 2010_Findlay	Catlin-pool-2.IC3.S1.G3	23878050	159187	arctic ocean	cold temperature marine habitat	sea water	sediment	NA	Amplicon	unknown	0.62	unknown	 	Canada	-15	unknown	Findlay	150	5.591	127.684
861	28772	4469175.3	Catlin Arctic Survey 2010_Findlay	Catlin-pool-2.IC3.S1.L3	46380300	309202	arctic ocean	cold temperature marine habitat	sea water	sediment	NA	Amplicon	unknown	0.62	unknown	 	Canada	-15	unknown	Findlay	150	5.692	87.471
862	28774	4469177.3	Catlin Arctic Survey 2010_Findlay	Catlin-pool-2.IC3.S2.L3	32358750	215725	arctic ocean	cold temperature marine habitat	sea water	sediment	NA	Amplicon	unknown	1.21	unknown	 	Canada	-10	unknown	Findlay	150	5.082	63.719
863	28776	4469179.3	Catlin Arctic Survey 2010_Findlay	Catlin-pool-2.IC3.S3.L3	29099400	193996	arctic ocean	cold temperature marine habitat	sea water	sediment	NA	Amplicon	unknown	1.77	unknown	 	Canada	-5	unknown	Findlay	150	4.505	52.028
864	28777	4469180.3	Catlin Arctic Survey 2010_Findlay	Catlin-pool-2.IC4.S1.G3	42775950	285173	arctic ocean	cold temperature marine habitat	sea water	sediment	NA	Amplicon	unknown	0.52	unknown	 	Canada	-15	unknown	Findlay	150	3.748	114.381
865	28782	4469185.3	Catlin Arctic Survey 2010_Findlay	Catlin-pool-2.IC4.S3.L3	84606150	564041	arctic ocean	cold temperature marine habitat	sea water	sediment	NA	Amplicon	unknown	1.63	unknown	 	Canada	-5	unknown	Findlay	150	4.433	52.048
866	28783	4469186.3	Catlin Arctic Survey 2010_Findlay	Catlin-pool-2.no_MID_tag	42743400	284956	unknown	unknown	unknown	unknown	 	Unknown	 	 	unknown	 	unknown	 	unknown	Findlay	150	4.755	16.78
867	28812	4469215.3	Catlin Arctic Survey 2010_Findlay	Catlin-pool-1.C6.10m.G3	334880100	2232534	arctic ocean	cold temperature marine habitat	sea water	sediment	NA	Amplicon	unknown	10	unknown	 	Canada	-1.6428	unknown	Findlay	150	5.982	88.465
868	28813	4469216.3	Catlin Arctic Survey 2010_Findlay	Catlin-pool-1.C6.10m.L3	21157050	141047	arctic ocean	cold temperature marine habitat	sea water	sediment	NA	Amplicon	unknown	10	unknown	 	Canada	-1.6428	unknown	Findlay	150	4.105	44.849
869	28815	4469218.3	Catlin Arctic Survey 2010_Findlay	Catlin-pool-1.C6.3m.L3	42012300	280082	arctic ocean	cold temperature marine habitat	sea water	sediment	NA	Amplicon	unknown	3	unknown	 	Canada	-1.6456	unknown	Findlay	150	4.906	56.613
